JobTitle,Company,Location,Salary,PostDate,Summary,JobUrl
Programmer (Associate) - UI,Blackbird Interactive,"Vancouver, BC",,1 day ago,"Interact with other engineers to improve the whole technical team and process.
Jump wholeheartedly into learning new technologies and systems and leverage them…",https://ca.indeed.com/rc/clk?jk=626524088f97d220&fccid=6cfa9b18a2d3b8ab&vjs=3
Spark Platform Engineer,Yelp,"Vancouver, BC",,9 days ago,Come work with and learn from our passionate and diverse team of engineers with years of experience spanning machine learning modeling to systems engineering.,https://ca.indeed.com/rc/clk?jk=158b7152b7fa1a6a&fccid=0e94073a1c937bd1&vjs=3
Mechatronics Engineer,Nexe Innovations,"Surrey, BC",,20 days ago,"Minimum 3+ years' experience as a mechatronics engineer.
Designing, building and validating automated assembly equipment, production test benches and other…",https://ca.indeed.com/company/Nexe-Innovations/jobs/Mechatronic-Engineer-330002f180ff8044?fccid=243accbff3b4ab7a&vjs=3
Machine Learning Engineer,Electronic Arts,"Vancouver, BC",,6 days ago,"3+ years of applied ML experience in statistical and mathematical modeling such as supervised and unsupervised machine learning, deep learning, and/or…",https://ca.indeed.com/rc/clk?jk=e4e28ff7ed65a545&fccid=617d7f961cfcf54a&vjs=3
Laboratory Assistant,AbCellera,"Vancouver, BC",,11 days ago,"At AbCellera, we're solving tough problems and creating innovative solutions from the ground up - custom immunizations, microfluidics, high-throughput imaging,…",https://ca.indeed.com/rc/clk?jk=3d1d86087ca910ae&fccid=1a2f25b5dfcb693f&vjs=3
Customer Engineer,Microsoft,"Vancouver, BC",,30+ days ago,"In this role you will be working with customers and partners building, deploying, operating and optimizing large complex enterprise environments.",https://ca.indeed.com/rc/clk?jk=78da8b8a4e2f8364&fccid=734cb5a01ee60f80&vjs=3
Senior Machine Learning Developer,Unity Technologies,"Vancouver, BC",,23 days ago,Lead junior machine learning engineers with technical decisions to deploy models to the cloud and integrate them with new or existing services.,https://ca.indeed.com/rc/clk?jk=43b7bd74270d46c1&fccid=880e4714f2ad94a8&vjs=3
Data Engineer,Intact,"Montréal, QC",,17 days ago,"Our team is using modern concepts, tools and technologies for data ingestion, acquisition and data consumption and work with Agile framework.",https://ca.indeed.com/rc/clk?jk=5f8b537db877762e&fccid=be7195d2ebb48351&vjs=3
Machine Learning-Full-Time Summer- Internship,Prepr,"Toronto, ON",,9 days ago,"Nice to Have: Career interest in machine learning and artificial intelligence.
About the Job: The successful applicant will explore machine learning tools and…",https://ca.indeed.com/company/Prepr/jobs/Machine-Learning-Full-Time-Summer-0e4946ac7b1d6b1b?fccid=24082777b27d1326&vjs=3
Back End Developer,Olive Technologies,"Vancouver, BC","$65,000 - $70,000 a year",5 days ago,"You have an interest in machine learning and making sense of complex datasets.
Be a key member of our product development team, working with engineers,…",https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D5yCCP74_DCsCU_hv8BnfFPjAVN28FIgPJe8S6DhfuLnClWEDiGeNVHA1BX9-43vKNu7etoqoWgOWb5JZx0SaqSQmI1u-jrt-bYiX6fvtcki-_s9yWgGnP3h1IqDqygW0pPbXxVsFgFBEvnP08rg8bndflzprEe9LVYNI1w-c3ZsVEo1hOZs7SlyEiogc0NU5ERcC_efi0ENDE_HofSRt5PliONXTcuVTjVjd38g-84ARhWqhIWeH1EaqPKwz5AwTvPEustP93zu3gvw-MCpUB-MPcaH_cmMgoBVi_tm9nWm4YihhmeT1XX6RKyaeWIFORKdt7GEyfV6FPIF_AKnJAzCSG_w0xKGGIyLZrr67uIi5_ZPTpCJ9l4Kp2CZv5BZSR4tfRfArPx0P-UrLP53SJ310TfsxukgQrOuAZHZewV43brWAt_cGnstHOY4qGtwYtYU3VTY23TZqg6_TBYm1tm2VnIhjTZwo=&p=8&fvj=1&vjs=3
UX Researcher,Retail Zipline,Remote,,3 days ago,You have the ability to clearly communicate the learnings of research insights to various levels and teams within a company.,https://ca.indeed.com/rc/clk?jk=64ce413259282321&fccid=a293a307c8dfd4a8&vjs=3
Senior Machine Learning Engineer,realtor.com,"Vancouver, BC",,3 days ago,"Research, build and deploy machine learning and deep learning algorithms.
Mentor the team on data exploration, machine learning, deep learning and developing…",https://ca.indeed.com/rc/clk?jk=d259ad1b67dcc421&fccid=1c8655b948495cbc&vjs=3
Data Pipeline Engineer,Parallel Domain,"Vancouver, BC",,6 days ago,"In this role, you will be responsible for helping to build the pipeline powering Parallel Domain's data generation platform.",https://ca.indeed.com/rc/clk?jk=d54864f7e1c8967f&fccid=9959203efaf2f59e&vjs=3
Machine Learning Engineer - MIP,Wavo,"Montréal, QC",,30+ days ago,"Collaborate with a diverse team of data scientists, data engineers and software engineers to develop new machine learning models for the music industry.",https://ca.indeed.com/rc/clk?jk=c74273432ca5dae3&fccid=17c4a6e1ba1e8d24&vjs=3
Machine Learning Engineer,Opta Information Intelligence Corp.,"Markham, ON",,6 days ago,"Implement a component-based strategy in constructing machine learning architecture.
5+ years of experience building and deploying machine learning models in…",https://ca.indeed.com/rc/clk?jk=3b2b27ee8caa91f3&fccid=5faebc9fafcb4ddb&vjs=3
Back-End Engineer,Klue,"Vancouver, BC",,30+ days ago,"You love coding, wrangling data and solving big problems (the kind 85M companies have).
Intermediate experience with general purpose programming languages (we…",https://ca.indeed.com/rc/clk?jk=2508cf3c2b9fbc1f&fccid=2f825f5f31f19765&vjs=3
Data Engineer,Intact,"Montréal, QC",,17 days ago,"Our team is using modern concepts, tools and technologies for data ingestion, acquisition and data consumption and work with Agile framework.",https://ca.indeed.com/rc/clk?jk=5f8b537db877762e&fccid=be7195d2ebb48351&vjs=3
Senior Machine Learning Engineer,MedChart Inc.,"Toronto, ON",,30+ days ago,"Build Medchart’s machine learning pipeline.
Effectively translate requirements into feasible machine learning solutions.
Hands-on experience with medical data.",https://ca.indeed.com/rc/clk?jk=59f13e9da13b4eb2&fccid=3db672801e2a4c05&vjs=3
"Sr Data Engineer / Scientist (Fraud, AML)",CryptoKitties,"Vancouver, BC",,1 day ago,"You have 5+ years working experience in data science and or machine learning.
Research and develop how advanced data science techniques and machine learning can…",https://ca.indeed.com/rc/clk?jk=559c81ac97cd5b17&fccid=a63cc068af79e415&vjs=3
Information Designer,AbCellera,"Vancouver, BC",,11 days ago,You have a full toolkit of 2D and 3D visual wizardry up your sleeve and you thrive in experimenting with creative solutions with ego-free flexibility.,https://ca.indeed.com/rc/clk?jk=7caeba8e24975dd3&fccid=1a2f25b5dfcb693f&vjs=3
Data Pipeline Engineer,Parallel Domain,"Vancouver, BC",,6 days ago,"In this role, you will be responsible for helping to build the pipeline powering Parallel Domain's data generation platform.",https://ca.indeed.com/rc/clk?jk=d54864f7e1c8967f&fccid=9959203efaf2f59e&vjs=3
Lead Machine Learning Engineer,Patriot One Technologies,"Vancouver, BC",,20 days ago,Lead other machine learning engineers and data scientists with technical decisions to deploy models to product and integrate them with new or existing services.,https://ca.indeed.com/rc/clk?jk=838b30d80e6b58a9&fccid=8377f6e456c2ebfb&vjs=3
Back End Developer,Olive Technologies,"Vancouver, BC","$65,000 - $70,000 a year",5 days ago,"You have an interest in machine learning and making sense of complex datasets.
Be a key member of our product development team, working with engineers,…",https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D5yCCP74_DCsCU_hv8BnfFPjAVN28FIgPJe8S6DhfuLnClWEDiGeNVHA1BX9-43vKNu7etoqoWgOWb5JZx0SaqSQmI1u-jrt-bYiX6fvtcki-_s9yWgGnP3h1IqDqygW0pPbXxVsFgFBEvnP08rg8bndflzprEe9LVYNI1w-c3ZsVEo1hOZs7SMmXkLdZXsqo2RTNmDd-eXgo0n5w1RBttTSG-hDFc6riESEIn_gZehwUV8GgxiKPgwyibLUjDg1iDBObPJ1vXh4nFE-IsTF3FZovUSeppBgJ_fmnvb44cVwxK-a-WMzgE5DQ1vr6Po5sBJGdWn95BGAukLmP3GC_jNX48NMvUtXDkZ9UvJ1tWMflfhU2Q1MolQfapJ_TxzOsoB7cuhJUIlCSaZR_6CS4z6u3ZFO-Y-lXCWvezZcfyfm-DoGGxbj4kc6jRNjGw9v3FttzO86aeNyqXiNFe2m4YBkk8ElWWay0=&p=6&fvj=1&vjs=3
Procedural Engineer,Parallel Domain,"Vancouver, BC",,30+ days ago,"Experience working with synthetic data for machine learning purposes.
In this role, you will be responsible for designing, implementing, and maintaining…",https://ca.indeed.com/rc/clk?jk=7f9aaddae6d99189&fccid=9959203efaf2f59e&vjs=3
"Research Engineer, Core ML",Facebook,"Montréal, QC",,30+ days ago,"Experience developing machine learning algorithms or machine learning infrastructure in Python or C/C++.
Experience building systems based on machine learning …",https://ca.indeed.com/rc/clk?jk=736fbb131b8912c5&fccid=1639254ea84748b5&vjs=3
PLC Programmer - Job 19110,Angstrom Engineering Inc.,"Kitchener, ON",,6 days ago,The candidate will be responsible for all aspects of programming for the Angstrom Engineering systems including machine start up and testing.,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CY6VulQri9zdjGD3VE2NOuA6s2L-wih3mv6J1_ahH5t0cLw2IuAoOi1tIyYmMnvGOQkFNwzlR8-3FHdn0wSpG4Tayj9unLUQ0EfH1pWKY__2SHy53cFQauIPuOoBIXsAZ3bUJ35zEB3f1hj9dDiOHNlv8DXyorqb6cG9BQah-yhVX_NyF9E86IwFnXz8xWki6_Owi8AIV6EfJj0FX7c4xLuYBEkBODLLNECHahlaKBcelI7fC9qspgc-qWeTlNBNWCerR05poyG1BUt7kNaj5WuiyK3g500pJTF93xY3DYazLPuzSnAR7Vz_4PPnK_W8MPiKztpd1QabMLGcRG1k8Rtkxk7DpjRWQvlPXvqWoRdjAQ_JyXe4K7K0Iq1IHPKnJai-4Btt7DE386z-4RKutB6gGo_SOZC_6Mz8a6ilYVsr70ge3LjWe6zHwmN1DEN78qhdSMpzxlpcxEqI1xs4K2&p=9&fvj=1&vjs=3
Project Coordinator,AbCellera Biologics,"Vancouver, BC",,12 days ago,"Coordinating day-to-day activities through all stages of the project lifecycle including formation of the project team, project planning, project documentation,…",https://ca.indeed.com/rc/clk?jk=db1a4809d4f4b4f3&fccid=6161745df4a18957&vjs=3
Senior Protein Engineer – Biochemistry – Structural Modeling,AbCellera Biologics,"Vancouver, BC",,12 days ago,Familiarity with Python data analysis (Numpy/Pandas/Dask) and modern machine learning (PyTorch/Keras/Tensorflow) stack is preferred.,https://ca.indeed.com/rc/clk?jk=9a9dbafb99a7ca37&fccid=6161745df4a18957&vjs=3
Machine Learning Engineer/Data Scientist,IDES CANADA INC,"Whitchurch-Stouffville, ON","$50,000 - $80,000 a year",24 days ago,"2+ years experience working with machine learning algorithms using large scale data processing tools.
Able to extract data on your own and prepare a large data…",https://ca.indeed.com/company/Ides-Canada-Inc./jobs/Machine-Learning-Engineer-Data-Scientist-c0eda19664d62cab?fccid=682dbac1392d59c4&vjs=3
"GRADERS, Winter 2021, Electrical & Computer Engineering",McGill University,"Montréal, QC",,30+ days ago,"These courses may be required to be taught in part or entirely in person or in part or entirely remotely using a virtual learning platform [e.g., Zoom, WebEx]…",https://ca.indeed.com/rc/clk?jk=1588b8ba9ed67eac&fccid=367ae0b0728910f4&vjs=3
5G RAN Applications Engineer,Dell Technologies,"Toronto, ON",,1 day ago,"From applied research to advanced engineering, Dell’s 5G R&D team will design and develop ground-breaking products & solutions, as a first-ever go-to-market for…",https://ca.indeed.com/rc/clk?jk=6cdc0ec0559c3745&fccid=dd09fe3b43125016&vjs=3
Project Coordinator,AbCellera Biologics,"Vancouver, BC",,12 days ago,"Coordinating day-to-day activities through all stages of the project lifecycle including formation of the project team, project planning, project documentation,…",https://ca.indeed.com/rc/clk?jk=db1a4809d4f4b4f3&fccid=6161745df4a18957&vjs=3
Senior Protein Engineer – Biochemistry – Structural Modeling,AbCellera Biologics,"Vancouver, BC",,12 days ago,Familiarity with Python data analysis (Numpy/Pandas/Dask) and modern machine learning (PyTorch/Keras/Tensorflow) stack is preferred.,https://ca.indeed.com/rc/clk?jk=9a9dbafb99a7ca37&fccid=6161745df4a18957&vjs=3
"GRADERS, Winter 2021, Electrical & Computer Engineering",McGill University,"Montréal, QC",,30+ days ago,"These courses may be required to be taught in part or entirely in person or in part or entirely remotely using a virtual learning platform [e.g., Zoom, WebEx]…",https://ca.indeed.com/rc/clk?jk=1588b8ba9ed67eac&fccid=367ae0b0728910f4&vjs=3
5G RAN Applications Engineer,Dell Technologies,"Toronto, ON",,1 day ago,"From applied research to advanced engineering, Dell’s 5G R&D team will design and develop ground-breaking products & solutions, as a first-ever go-to-market for…",https://ca.indeed.com/rc/clk?jk=6cdc0ec0559c3745&fccid=dd09fe3b43125016&vjs=3
Ingénieur en développement logiciel/ Software Development Engineer,Microsoft,"Montréal, QC",,30+ days ago,"Background in machine learning/deep learning (strongly preferred).
You will work closely with applied scientists and engineers who have a plethora of expertise…",https://ca.indeed.com/rc/clk?jk=3ef67b5be246c454&fccid=734cb5a01ee60f80&vjs=3
Laboratory Assistant,AbCellera,"Vancouver, BC",,11 days ago,"At AbCellera, we're solving tough problems and creating innovative solutions from the ground up - custom immunizations, microfluidics, high-throughput imaging,…",https://ca.indeed.com/rc/clk?jk=3d1d86087ca910ae&fccid=1a2f25b5dfcb693f&vjs=3
Machine Learning-Full-Time Summer- Internship,Prepr,"Toronto, ON",,9 days ago,"Nice to Have: Career interest in machine learning and artificial intelligence.
About the Job: The successful applicant will explore machine learning tools and…",https://ca.indeed.com/company/Prepr/jobs/Machine-Learning-Full-Time-Summer-0e4946ac7b1d6b1b?fccid=24082777b27d1326&vjs=3
Deep Learning Engineer,Deeplite Inc,"Montréal, QC",,30+ days ago,"Experience building systems based on machine learning and/or deep learning.
Strong working knowledge of deep learning, and experience utilizing theoretical and…",https://ca.indeed.com/rc/clk?jk=9592b6b53d2463b1&fccid=187ebc2d25d59123&vjs=3
Business Intelligence Engineer,"AMZN CAN Fulfillment Svcs, ULC","Vancouver, BC",,11 days ago,"Experience applying machine learning, statistical modeling or related analytic techniques.
Collaborating with software development teams to implement analytics…",https://ca.indeed.com/rc/clk?jk=8eb20351b2308606&fccid=fe2d21eef233e94a&vjs=3
Senior Statistical/Actuarial Analyst,Aviva,"Montréal, QC",,17 days ago,You will work on the proposal of innovative machine-learning and statistical models for practical applications that impact millions of customers.,https://ca.indeed.com/rc/clk?jk=6acfa842ec2463dd&fccid=354f4c12e3c6bd5a&vjs=3
Data Scientist/Machine Learning Engineer,Staffinity Inc.,"North York, ON","$80,000 - $120,000 a year",30+ days ago,"We offer competitive salaries and great bonuses and perks!*.
Staffinity is looking for an Data Scientist/Machine Learning Engineer for a permanent, full time…",https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CfidxgvsSOnPgRcuHcp_ZXLpK83cx41tXvyy8bMUcmwxfKtp3eeTjdnmB8rFe2NV7IzqC9ciaPnXJHOvrkWxBujZBF08WvgIWOdU_3-ZWo9CkctHl-wXsn5TgxZKTRjsXLNFf8e4i6OrH4RhlxXPffbwYBvqr5Y3dtPqOT9ODlzPpYObDWk51L9N9Cfh80lr7sOGS_VTaOL6nW_R6bOo_hCh60MvtekKyUu6e_UUhIVLh2xTUB5qHLtnblFhI8aFQXsqRfO49cbFDGlIul90YLo40COl6MQsOQh8WzWsMHpuW-buArYj8A78hZmn_yXQuh36ar2xD9VgNw17vBOYCqmL1oetgo0tBYsbimibyIofIImSbpcVsxWt76shvfPmKEJNl-x9KEp8sJuvau7BrNxURUZeZJUbRVXcJKlqQmDYxiFDePdrVm8dagu6Zm_HFrDyQkzk7qBnhTC0xHq2gtBICNNnWaj9uZQW9daX1y_ddn8HAH16rL&p=10&fvj=1&vjs=3
"Research Intern, Multi-Modal 3D Registration and Segmentation (PhD)",Facebook,"Vancouver, BC",,30+ days ago,"Develop automatic mesh/point-cloud processing and analysis algorithms using computer-vision, machine-learning and/or deep-learning.",https://ca.indeed.com/rc/clk?jk=bb20045d2a6ab21b&fccid=1639254ea84748b5&vjs=3
"Machine Learning Engineer, Content Signals",Pinterest,"Toronto, ON",,30+ days ago,Apply machine learning approaches to build rich signals that enable ranking and product engineers to build deeper experiences to further engage Pinners.,https://ca.indeed.com/rc/clk?jk=481d575f572cc717&fccid=43014b1412e0a7b6&vjs=3
Systems Design Engineer,ATS Automation Tooling Systems Inc.,"Cambridge, ON",,5 days ago,"Conduct root-cause analysis to drive machine performance improvements during machine integration.
Responsible for learning a customer process and becoming the…",https://ca.indeed.com/rc/clk?jk=54ac60f3d72a0b31&fccid=c24b48f7054267a0&vjs=3
"Machine Learning Modeler, Human Outreach Recommendations",Square,"Toronto, ON",,30+ days ago,"Collaborate with engineers, analysts, data scientists and other Machine Learning Engineers to train, deploy, and test machine learning models using state-of-the…",https://ca.indeed.com/rc/clk?jk=074ade6411e5a401&fccid=09abad886b83c501&vjs=3
Senior Machine Learning Engineer,Autodesk,"Toronto, ON",,5 days ago,"Collaborate with product and research engineers to develop and test machine learning models.
Keep up with the latest in computer vision and machine learning…",https://ca.indeed.com/rc/clk?jk=b7c25abffd457116&fccid=7136762d065a5ad7&vjs=3
Accounts Payable Specialist,AbCellera,"Vancouver, BC",,11 days ago,"At AbCellera, we're solving tough problems and creating innovative solutions from the ground up - custom immunizations, microfluidics, high-throughput imaging,…",https://ca.indeed.com/rc/clk?jk=2925d871c9096c3b&fccid=1a2f25b5dfcb693f&vjs=3
Business Intelligence Engineer,"AMZN CAN Fulfillment Svcs, ULC","Vancouver, BC",,11 days ago,"Experience applying machine learning, statistical modeling or related analytic techniques.
Collaborating with software development teams to implement analytics…",https://ca.indeed.com/rc/clk?jk=8eb20351b2308606&fccid=fe2d21eef233e94a&vjs=3
Co-op Student Engineer (PEY Program),Magna International Inc.,"Brampton, ON",,28 days ago,"Theoretical knowledge of product/machine design techniques, practical experience is a benefit.
This 12 month Co-op position will work together as part of our…",https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BhhPTkMcqOvTRdA-h51-3cb_EQtzgLWPapL0oBQFo7Ncs84zAOlOktOTJW6FylJFU2YoS1KN4-PsCMgvnFakfMy01DF1w7T3fdp7Xs-vp4diCekCG15CqLHXlIGGX9jFbq5xlQU91bS9il0TgkTLSMDUJhCUMtERxF-1cGYpu0qZwMdgk-b4VNhueZ0Czo77ZqqtejJfWFkfBS8ySmm1TsfJQKQ66s2yU3c1CmwK0wRvO8s-QO_8-13hoXlZMI1zCfgPC_vHR29Vg45uIa4KeUDnHpJTudomwbQfHJWie3VYOJ0FlLsuNjCIajTK4tPEnvH3k-9jl7ctrphYVHy6LMt8JKOdqhxiFYrHNpXdWVeuNgi0T14d57RkoIdEqsI-2op0TBW0yCV7Wl2-oPAgWCBgawtaiZKkak_W6leLMVImX_u6Ar53NcurEqvDmmX5ll3U8rA3fJ4sESBq9KQKveL7BPqt_YA6ug6KZZfx7z4DjFoE8HweIQMl8S06c5-CoHGgkjyb4fpyC1RFFRqHvuXsmr-RepnQegbqiYF91Vk3brIXeGAdrslwLSmkTwL-JK81tDh008EFzp0bPMTcck&p=3&fvj=0&vjs=3
Shipping and Receiving Coordinator,AbCellera,"Vancouver, BC",,11 days ago,"At AbCellera, we're solving tough problems and creating innovative solutions from the ground up - custom immunizations, microfluidics, high-throughput imaging,…",https://ca.indeed.com/rc/clk?jk=e5562803855cbbf8&fccid=1a2f25b5dfcb693f&vjs=3
Data Pipeline Engineer,Parallel Domain,"Vancouver, BC",,6 days ago,"In this role, you will be responsible for helping to build the pipeline powering Parallel Domain's data generation platform.",https://ca.indeed.com/rc/clk?jk=d54864f7e1c8967f&fccid=9959203efaf2f59e&vjs=3
Procedural Engineer,Parallel Domain,"Vancouver, BC",,30+ days ago,"Experience working with synthetic data for machine learning purposes.
In this role, you will be responsible for designing, implementing, and maintaining…",https://ca.indeed.com/rc/clk?jk=7f9aaddae6d99189&fccid=9959203efaf2f59e&vjs=3
GEOLOGIST / GEOPHYSICIST / MINE ENGINEER,MineSense Technologies,"Vancouver, BC",,27 days ago,"The ideal candidate will have a strong interest in detailed data analysis and statistics.
In-mine grade control experience is preferred, but not essential.",https://ca.indeed.com/rc/clk?jk=e06ef070e0318fe3&fccid=25a0e2ecff637417&vjs=3
Data Engineer,LGM Financial Services Inc.,"Vancouver, BC",,9 days ago,"LGM’s Strategic Plan includes goals around creating a great workplace, delivering service excellence, profitable growth, and social responsibility.",https://ca.indeed.com/rc/clk?jk=2b777124cabee96c&fccid=b376e0d837f9efb7&vjs=3
Machine Learning Geoscientist,DATACLOUD,"Vancouver, BC",,30+ days ago,"Run machine learning tests and experiments.
Design machine learning systems that can automatically recognize features, extract features, and create volume…",https://ca.indeed.com/rc/clk?jk=8df82cc31dac25bd&fccid=c101d2f34386322e&vjs=3
Information Designer,AbCellera Biologics,"Vancouver, BC",,12 days ago,You have a full toolkit of 2D and 3D visual wizardry up your sleeve and you thrive in experimenting with creative solutions with ego-free flexibility.,https://ca.indeed.com/rc/clk?jk=4666d94befe501a0&fccid=6161745df4a18957&vjs=3
Data Scientist/Machine Learning Engineer,Staffinity Inc.,"North York, ON","$80,000 - $120,000 a year",30+ days ago,"We offer competitive salaries and great bonuses and perks!*.
Staffinity is looking for an Data Scientist/Machine Learning Engineer for a permanent, full time…",https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CfidxgvsSOnPgRcuHcp_ZXLpK83cx41tXvyy8bMUcmwxfKtp3eeTjdnmB8rFe2NV7IzqC9ciaPnXJHOvrkWxBujZBF08WvgIWOdU_3-ZWo9CkctHl-wXsn5TgxZKTRjsXLNFf8e4i6OrH4RhlxXPffbwYBvqr5Y3dtPqOT9ODlzPpYObDWk51Li4LWUcS0qZLBtFtV4DNtU8wgPyt7Xawdrxs_340IxqNRPiOeAc-hvVtt4siFUQc77z2Nl0CAfua3Aq-ULmLeq5sUJYNsNBSkdleg7iVLho2NxG1_gkSIeLucmVYHUQTyW8k1Lo2ZXoYGnrXN0oYSMF5ZMctSgaJicQfoX9H5iV7JS38y-ngYwexj8H9Ao0vH_Lrl0tOIDxaKafMxm7dHvZ-arkNLtSeKkPqLkTkzNP45crp7inUi-8HZGNRPTPL-7Owdb5acCjKkMvyf2BYSVnMbAx2b1csbFJZLoHoULAwZtKBRF_NrZyikP1mti3l2&p=11&fvj=1&vjs=3
